class index,filepaths,labels,data set
2,train/Light/light (212).png,Light,train
2,train/Light/light (213).png,Light,train
2,train/Light/light (214).png,Light,train
2,train/Light/light (215).png,Light,train
2,train/Light/light (216).png,Light,train
2,train/Light/light (217).png,Light,train
2,train/Light/light (218).png,Light,train
2,train/Light/light (219).png,Light,train
2,train/Light/light (22).png,Light,train
2,train/Light/light (220).png,Light,train
2,train/Light/light (221).png,Light,train
2,train/Light/light (222).png,Light,train
2,train/Light/light (223).png,Light,train
2,train/Light/light (224).png,Light,train
2,train/Light/light (225).png,Light,train
2,train/Light/light (226).png,Light,train
2,train/Light/light (227).png,Light,train
2,train/Light/light (228).png,Light,train
2,train/Light/light (229).png,Light,train
2,train/Light/light (23).png,Light,train
2,train/Light/light (230).png,Light,train
2,train/Light/light (231).png,Light,train
2,train/Light/light (232).png,Light,train
2,train/Light/light (233).png,Light,train
2,train/Light/light (234).png,Light,train
2,train/Light/light (235).png,Light,train
2,train/Light/light (236).png,Light,train
2,train/Light/light (237).png,Light,train
2,train/Light/light (238).png,Light,train
2,train/Light/light (239).png,Light,train
2,train/Light/light (24).png,Light,train
2,train/Light/light (240).png,Light,train
2,train/Light/light (241).png,Light,train
2,train/Light/light (242).png,Light,train
2,train/Light/light (243).png,Light,train
2,train/Light/light (244).png,Light,train
2,train/Light/light (245).png,Light,train
2,train/Light/light (246).png,Light,train
2,train/Light/light (247).png,Light,train
2,train/Light/light (248).png,Light,train
2,train/Light/light (249).png,Light,train
2,train/Light/light (25).png,Light,train
2,train/Light/light (250).png,Light,train
2,train/Light/light (251).png,Light,train
2,train/Light/light (252).png,Light,train
2,train/Light/light (253).png,Light,train
2,train/Light/light (254).png,Light,train
2,train/Light/light (255).png,Light,train
2,train/Light/light (256).png,Light,train
2,train/Light/light (257).png,Light,train
2,train/Light/light (258).png,Light,train
2,train/Light/light (259).png,Light,train
2,train/Light/light (26).png,Light,train
2,train/Light/light (260).png,Light,train
2,train/Light/light (261).png,Light,train
2,train/Light/light (262).png,Light,train
2,train/Light/light (263).png,Light,train
2,train/Light/light (264).png,Light,train
2,train/Light/light (265).png,Light,train
2,train/Light/light (266).png,Light,train
2,train/Light/light (267).png,Light,train
2,train/Light/light (268).png,Light,train
2,train/Light/light (269).png,Light,train
2,train/Light/light (27).png,Light,train
2,train/Light/light (270).png,Light,train
2,train/Light/light (271).png,Light,train
2,train/Light/light (272).png,Light,train
2,train/Light/light (273).png,Light,train
2,train/Light/light (274).png,Light,train
2,train/Light/light (275).png,Light,train
2,train/Light/light (276).png,Light,train
2,train/Light/light (277).png,Light,train
2,train/Light/light (278).png,Light,train
2,train/Light/light (279).png,Light,train
2,train/Light/light (28).png,Light,train
2,train/Light/light (280).png,Light,train
2,train/Light/light (281).png,Light,train
2,train/Light/light (282).png,Light,train
2,train/Light/light (283).png,Light,train
2,train/Light/light (284).png,Light,train
2,train/Light/light (285).png,Light,train
2,train/Light/light (286).png,Light,train
2,train/Light/light (287).png,Light,train
2,train/Light/light (288).png,Light,train
2,train/Light/light (289).png,Light,train
2,train/Light/light (29).png,Light,train
2,train/Light/light (290).png,Light,train
2,train/Light/light (291).png,Light,train
2,train/Light/light (292).png,Light,train
2,train/Light/light (293).png,Light,train
2,train/Light/light (294).png,Light,train
2,train/Light/light (295).png,Light,train
2,train/Light/light (296).png,Light,train
2,train/Light/light (297).png,Light,train
2,train/Light/light (298).png,Light,train
2,train/Light/light (299).png,Light,train
2,train/Light/light (3).png,Light,train
2,train/Light/light (30).png,Light,train
2,train/Light/light (300).png,Light,train
2,train/Light/light (31).png,Light,train
2,train/Light/light (32).png,Light,train
2,train/Light/light (33).png,Light,train
2,train/Light/light (34).png,Light,train
2,train/Light/light (35).png,Light,train
2,train/Light/light (36).png,Light,train
2,train/Light/light (37).png,Light,train
2,train/Light/light (38).png,Light,train
2,train/Light/light (39).png,Light,train
2,train/Light/light (4).png,Light,train
2,train/Light/light (40).png,Light,train
2,train/Light/light (41).png,Light,train
2,train/Light/light (42).png,Light,train
2,train/Light/light (43).png,Light,train
2,train/Light/light (44).png,Light,train
2,train/Light/light (45).png,Light,train
2,train/Light/light (46).png,Light,train
2,train/Light/light (47).png,Light,train
2,train/Light/light (48).png,Light,train
2,train/Light/light (49).png,Light,train
2,train/Light/light (5).png,Light,train
2,train/Light/light (50).png,Light,train
2,train/Light/light (51).png,Light,train
2,train/Light/light (52).png,Light,train
2,train/Light/light (53).png,Light,train
2,train/Light/light (54).png,Light,train
2,train/Light/light (55).png,Light,train
2,train/Light/light (56).png,Light,train
2,train/Light/light (57).png,Light,train
2,train/Light/light (58).png,Light,train
2,train/Light/light (59).png,Light,train
2,train/Light/light (6).png,Light,train
2,train/Light/light (60).png,Light,train
2,train/Light/light (61).png,Light,train
2,train/Light/light (62).png,Light,train
2,train/Light/light (63).png,Light,train
2,train/Light/light (64).png,Light,train
2,train/Light/light (65).png,Light,train
2,train/Light/light (66).png,Light,train
2,train/Light/light (67).png,Light,train
2,train/Light/light (68).png,Light,train
2,train/Light/light (69).png,Light,train
2,train/Light/light (7).png,Light,train
2,train/Light/light (70).png,Light,train
2,train/Light/light (71).png,Light,train
2,train/Light/light (72).png,Light,train
2,train/Light/light (73).png,Light,train
2,train/Light/light (74).png,Light,train
2,train/Light/light (75).png,Light,train
2,train/Light/light (76).png,Light,train
2,train/Light/light (77).png,Light,train
2,train/Light/light (78).png,Light,train
2,train/Light/light (79).png,Light,train
2,train/Light/light (8).png,Light,train
2,train/Light/light (80).png,Light,train
2,train/Light/light (81).png,Light,train
2,train/Light/light (82).png,Light,train
2,train/Light/light (83).png,Light,train
2,train/Light/light (84).png,Light,train
2,train/Light/light (85).png,Light,train
2,train/Light/light (86).png,Light,train
2,train/Light/light (87).png,Light,train
2,train/Light/light (88).png,Light,train
2,train/Light/light (89).png,Light,train
2,train/Light/light (9).png,Light,train
2,train/Light/light (90).png,Light,train
2,train/Light/light (91).png,Light,train
2,train/Light/light (92).png,Light,train
2,train/Light/light (93).png,Light,train
2,train/Light/light (94).png,Light,train
2,train/Light/light (95).png,Light,train
2,train/Light/light (96).png,Light,train
2,train/Light/light (97).png,Light,train
2,train/Light/light (98).png,Light,train
2,train/Light/light (99).png,Light,train
3,train/Medium/medium (1).png,Medium,train
3,train/Medium/medium (10).png,Medium,train
3,train/Medium/medium (100).png,Medium,train
3,train/Medium/medium (101).png,Medium,train
3,train/Medium/medium (102).png,Medium,train
3,train/Medium/medium (103).png,Medium,train
3,train/Medium/medium (104).png,Medium,train
3,train/Medium/medium (105).png,Medium,train
3,train/Medium/medium (106).png,Medium,train
3,train/Medium/medium (107).png,Medium,train
3,train/Medium/medium (108).png,Medium,train
3,train/Medium/medium (109).png,Medium,train
3,train/Medium/medium (11).png,Medium,train
3,train/Medium/medium (110).png,Medium,train
3,train/Medium/medium (111).png,Medium,train
3,train/Medium/medium (112).png,Medium,train
3,train/Medium/medium (113).png,Medium,train
3,train/Medium/medium (114).png,Medium,train
3,train/Medium/medium (115).png,Medium,train
3,train/Medium/medium (116).png,Medium,train
3,train/Medium/medium (117).png,Medium,train
3,train/Medium/medium (118).png,Medium,train
3,train/Medium/medium (119).png,Medium,train
3,train/Medium/medium (12).png,Medium,train
3,train/Medium/medium (120).png,Medium,train
3,train/Medium/medium (121).png,Medium,train
3,train/Medium/medium (122).png,Medium,train
3,train/Medium/medium (123).png,Medium,train
3,train/Medium/medium (124).png,Medium,train
3,train/Medium/medium (125).png,Medium,train
3,train/Medium/medium (126).png,Medium,train
3,train/Medium/medium (127).png,Medium,train
3,train/Medium/medium (128).png,Medium,train
3,train/Medium/medium (129).png,Medium,train
3,train/Medium/medium (13).png,Medium,train
3,train/Medium/medium (130).png,Medium,train
3,train/Medium/medium (131).png,Medium,train
3,train/Medium/medium (132).png,Medium,train
3,train/Medium/medium (133).png,Medium,train
3,train/Medium/medium (134).png,Medium,train
3,train/Medium/medium (135).png,Medium,train
3,train/Medium/medium (136).png,Medium,train
3,train/Medium/medium (137).png,Medium,train
3,train/Medium/medium (138).png,Medium,train
3,train/Medium/medium (139).png,Medium,train
3,train/Medium/medium (14).png,Medium,train
3,train/Medium/medium (140).png,Medium,train
3,train/Medium/medium (141).png,Medium,train
3,train/Medium/medium (142).png,Medium,train
3,train/Medium/medium (143).png,Medium,train
3,train/Medium/medium (144).png,Medium,train
3,train/Medium/medium (145).png,Medium,train
3,train/Medium/medium (146).png,Medium,train
3,train/Medium/medium (147).png,Medium,train
3,train/Medium/medium (148).png,Medium,train
3,train/Medium/medium (149).png,Medium,train
3,train/Medium/medium (15).png,Medium,train
3,train/Medium/medium (150).png,Medium,train
3,train/Medium/medium (151).png,Medium,train
3,train/Medium/medium (152).png,Medium,train
3,train/Medium/medium (153).png,Medium,train
3,train/Medium/medium (154).png,Medium,train
3,train/Medium/medium (155).png,Medium,train
3,train/Medium/medium (156).png,Medium,train
3,train/Medium/medium (157).png,Medium,train
3,train/Medium/medium (158).png,Medium,train
3,train/Medium/medium (159).png,Medium,train
3,train/Medium/medium (16).png,Medium,train
3,train/Medium/medium (160).png,Medium,train
3,train/Medium/medium (161).png,Medium,train
3,train/Medium/medium (162).png,Medium,train
3,train/Medium/medium (163).png,Medium,train
3,train/Medium/medium (164).png,Medium,train
3,train/Medium/medium (165).png,Medium,train
3,train/Medium/medium (166).png,Medium,train
3,train/Medium/medium (167).png,Medium,train
3,train/Medium/medium (168).png,Medium,train
3,train/Medium/medium (169).png,Medium,train
3,train/Medium/medium (17).png,Medium,train
3,train/Medium/medium (170).png,Medium,train
3,train/Medium/medium (171).png,Medium,train
3,train/Medium/medium (172).png,Medium,train
3,train/Medium/medium (173).png,Medium,train
3,train/Medium/medium (174).png,Medium,train
3,train/Medium/medium (175).png,Medium,train
3,train/Medium/medium (176).png,Medium,train
3,train/Medium/medium (177).png,Medium,train
3,train/Medium/medium (178).png,Medium,train
3,train/Medium/medium (179).png,Medium,train
3,train/Medium/medium (18).png,Medium,train
3,train/Medium/medium (180).png,Medium,train
3,train/Medium/medium (181).png,Medium,train
3,train/Medium/medium (182).png,Medium,train
3,train/Medium/medium (183).png,Medium,train
3,train/Medium/medium (184).png,Medium,train
3,train/Medium/medium (185).png,Medium,train
3,train/Medium/medium (186).png,Medium,train
3,train/Medium/medium (187).png,Medium,train
3,train/Medium/medium (188).png,Medium,train
3,train/Medium/medium (189).png,Medium,train
3,train/Medium/medium (19).png,Medium,train
3,train/Medium/medium (190).png,Medium,train
3,train/Medium/medium (191).png,Medium,train
3,train/Medium/medium (192).png,Medium,train
3,train/Medium/medium (193).png,Medium,train
3,train/Medium/medium (194).png,Medium,train
3,train/Medium/medium (195).png,Medium,train
3,train/Medium/medium (196).png,Medium,train
3,train/Medium/medium (197).png,Medium,train
3,train/Medium/medium (198).png,Medium,train
3,train/Medium/medium (199).png,Medium,train
3,train/Medium/medium (2).png,Medium,train
3,train/Medium/medium (20).png,Medium,train
3,train/Medium/medium (200).png,Medium,train
3,train/Medium/medium (201).png,Medium,train
3,train/Medium/medium (202).png,Medium,train
3,train/Medium/medium (203).png,Medium,train
3,train/Medium/medium (204).png,Medium,train
3,train/Medium/medium (205).png,Medium,train
3,train/Medium/medium (206).png,Medium,train
3,train/Medium/medium (207).png,Medium,train
3,train/Medium/medium (208).png,Medium,train
3,train/Medium/medium (209).png,Medium,train
3,train/Medium/medium (21).png,Medium,train
3,train/Medium/medium (210).png,Medium,train
3,train/Medium/medium (211).png,Medium,train
3,train/Medium/medium (212).png,Medium,train
3,train/Medium/medium (213).png,Medium,train
3,train/Medium/medium (214).png,Medium,train
3,train/Medium/medium (215).png,Medium,train
3,train/Medium/medium (216).png,Medium,train
3,train/Medium/medium (217).png,Medium,train
3,train/Medium/medium (218).png,Medium,train
3,train/Medium/medium (219).png,Medium,train
3,train/Medium/medium (22).png,Medium,train
3,train/Medium/medium (220).png,Medium,train
3,train/Medium/medium (221).png,Medium,train
3,train/Medium/medium (222).png,Medium,train
3,train/Medium/medium (223).png,Medium,train
3,train/Medium/medium (224).png,Medium,train
3,train/Medium/medium (225).png,Medium,train
3,train/Medium/medium (226).png,Medium,train
3,train/Medium/medium (227).png,Medium,train
3,train/Medium/medium (228).png,Medium,train
3,train/Medium/medium (229).png,Medium,train
3,train/Medium/medium (23).png,Medium,train
3,train/Medium/medium (230).png,Medium,train
3,train/Medium/medium (231).png,Medium,train
3,train/Medium/medium (232).png,Medium,train
3,train/Medium/medium (233).png,Medium,train
3,train/Medium/medium (234).png,Medium,train
3,train/Medium/medium (235).png,Medium,train
3,train/Medium/medium (236).png,Medium,train
3,train/Medium/medium (237).png,Medium,train
3,train/Medium/medium (238).png,Medium,train
3,train/Medium/medium (239).png,Medium,train
3,train/Medium/medium (24).png,Medium,train
3,train/Medium/medium (240).png,Medium,train
3,train/Medium/medium (241).png,Medium,train
3,train/Medium/medium (242).png,Medium,train
3,train/Medium/medium (243).png,Medium,train
3,train/Medium/medium (244).png,Medium,train
3,train/Medium/medium (245).png,Medium,train
3,train/Medium/medium (246).png,Medium,train
3,train/Medium/medium (247).png,Medium,train
3,train/Medium/medium (248).png,Medium,train
3,train/Medium/medium (249).png,Medium,train
3,train/Medium/medium (25).png,Medium,train
3,train/Medium/medium (250).png,Medium,train
3,train/Medium/medium (251).png,Medium,train
3,train/Medium/medium (252).png,Medium,train
3,train/Medium/medium (253).png,Medium,train
3,train/Medium/medium (254).png,Medium,train
3,train/Medium/medium (255).png,Medium,train
3,train/Medium/medium (256).png,Medium,train
3,train/Medium/medium (257).png,Medium,train
3,train/Medium/medium (258).png,Medium,train
3,train/Medium/medium (259).png,Medium,train
3,train/Medium/medium (26).png,Medium,train
3,train/Medium/medium (260).png,Medium,train
3,train/Medium/medium (261).png,Medium,train
3,train/Medium/medium (262).png,Medium,train
3,train/Medium/medium (263).png,Medium,train
3,train/Medium/medium (264).png,Medium,train
3,train/Medium/medium (265).png,Medium,train
3,train/Medium/medium (266).png,Medium,train
3,train/Medium/medium (267).png,Medium,train
3,train/Medium/medium (268).png,Medium,train
3,train/Medium/medium (269).png,Medium,train
3,train/Medium/medium (27).png,Medium,train
3,train/Medium/medium (270).png,Medium,train
3,train/Medium/medium (271).png,Medium,train
3,train/Medium/medium (272).png,Medium,train
3,train/Medium/medium (273).png,Medium,train
3,train/Medium/medium (274).png,Medium,train
3,train/Medium/medium (275).png,Medium,train
3,train/Medium/medium (276).png,Medium,train
3,train/Medium/medium (277).png,Medium,train
3,train/Medium/medium (278).png,Medium,train
3,train/Medium/medium (279).png,Medium,train
3,train/Medium/medium (28).png,Medium,train
3,train/Medium/medium (280).png,Medium,train
3,train/Medium/medium (281).png,Medium,train
3,train/Medium/medium (282).png,Medium,train
3,train/Medium/medium (283).png,Medium,train
3,train/Medium/medium (284).png,Medium,train
3,train/Medium/medium (285).png,Medium,train
3,train/Medium/medium (286).png,Medium,train
3,train/Medium/medium (287).png,Medium,train
3,train/Medium/medium (288).png,Medium,train
3,train/Medium/medium (289).png,Medium,train
3,train/Medium/medium (29).png,Medium,train
3,train/Medium/medium (290).png,Medium,train
3,train/Medium/medium (291).png,Medium,train
3,train/Medium/medium (292).png,Medium,train
3,train/Medium/medium (293).png,Medium,train
3,train/Medium/medium (294).png,Medium,train
3,train/Medium/medium (295).png,Medium,train
3,train/Medium/medium (296).png,Medium,train
3,train/Medium/medium (297).png,Medium,train
3,train/Medium/medium (298).png,Medium,train
3,train/Medium/medium (299).png,Medium,train
3,train/Medium/medium (3).png,Medium,train
3,train/Medium/medium (30).png,Medium,train
3,train/Medium/medium (300).png,Medium,train
3,train/Medium/medium (31).png,Medium,train
3,train/Medium/medium (32).png,Medium,train
3,train/Medium/medium (33).png,Medium,train
3,train/Medium/medium (34).png,Medium,train
3,train/Medium/medium (35).png,Medium,train
3,train/Medium/medium (36).png,Medium,train
3,train/Medium/medium (37).png,Medium,train
3,train/Medium/medium (38).png,Medium,train
3,train/Medium/medium (39).png,Medium,train
3,train/Medium/medium (4).png,Medium,train
3,train/Medium/medium (40).png,Medium,train
3,train/Medium/medium (41).png,Medium,train
3,train/Medium/medium (42).png,Medium,train
3,train/Medium/medium (43).png,Medium,train
3,train/Medium/medium (44).png,Medium,train
3,train/Medium/medium (45).png,Medium,train
3,train/Medium/medium (46).png,Medium,train
3,train/Medium/medium (47).png,Medium,train
3,train/Medium/medium (48).png,Medium,train
3,train/Medium/medium (49).png,Medium,train
3,train/Medium/medium (5).png,Medium,train
3,train/Medium/medium (50).png,Medium,train
3,train/Medium/medium (51).png,Medium,train
3,train/Medium/medium (52).png,Medium,train
3,train/Medium/medium (53).png,Medium,train
3,train/Medium/medium (54).png,Medium,train
3,train/Medium/medium (55).png,Medium,train
3,train/Medium/medium (56).png,Medium,train
3,train/Medium/medium (57).png,Medium,train
3,train/Medium/medium (58).png,Medium,train
3,train/Medium/medium (59).png,Medium,train
3,train/Medium/medium (6).png,Medium,train
3,train/Medium/medium (60).png,Medium,train
3,train/Medium/medium (61).png,Medium,train
3,train/Medium/medium (62).png,Medium,train
3,train/Medium/medium (63).png,Medium,train
3,train/Medium/medium (64).png,Medium,train
3,train/Medium/medium (65).png,Medium,train
3,train/Medium/medium (66).png,Medium,train
3,train/Medium/medium (67).png,Medium,train
3,train/Medium/medium (68).png,Medium,train
3,train/Medium/medium (69).png,Medium,train
3,train/Medium/medium (7).png,Medium,train
3,train/Medium/medium (70).png,Medium,train
3,train/Medium/medium (71).png,Medium,train
3,train/Medium/medium (72).png,Medium,train
3,train/Medium/medium (73).png,Medium,train
3,train/Medium/medium (74).png,Medium,train
3,train/Medium/medium (75).png,Medium,train
3,train/Medium/medium (76).png,Medium,train
3,train/Medium/medium (77).png,Medium,train
3,train/Medium/medium (78).png,Medium,train
3,train/Medium/medium (79).png,Medium,train
3,train/Medium/medium (8).png,Medium,train
3,train/Medium/medium (80).png,Medium,train
3,train/Medium/medium (81).png,Medium,train
3,train/Medium/medium (82).png,Medium,train
3,train/Medium/medium (83).png,Medium,train
3,train/Medium/medium (84).png,Medium,train
3,train/Medium/medium (85).png,Medium,train
3,train/Medium/medium (86).png,Medium,train
3,train/Medium/medium (87).png,Medium,train
3,train/Medium/medium (88).png,Medium,train
3,train/Medium/medium (89).png,Medium,train
3,train/Medium/medium (9).png,Medium,train
3,train/Medium/medium (90).png,Medium,train
3,train/Medium/medium (91).png,Medium,train
3,train/Medium/medium (92).png,Medium,train
3,train/Medium/medium (93).png,Medium,train
3,train/Medium/medium (94).png,Medium,train
3,train/Medium/medium (95).png,Medium,train
3,train/Medium/medium (96).png,Medium,train
3,train/Medium/medium (97).png,Medium,train
3,train/Medium/medium (98).png,Medium,train
3,train/Medium/medium (99).png,Medium,train
0,test/Dark/dark (1).png,Dark,test
0,test/Dark/dark (10).png,Dark,test
0,test/Dark/dark (100).png,Dark,test
0,test/Dark/dark (11).png,Dark,test
0,test/Dark/dark (12).png,Dark,test
0,test/Dark/dark (13).png,Dark,test
0,test/Dark/dark (14).png,Dark,test
0,test/Dark/dark (15).png,Dark,test
0,test/Dark/dark (16).png,Dark,test
0,test/Dark/dark (17).png,Dark,test
0,test/Dark/dark (18).png,Dark,test
0,test/Dark/dark (19).png,Dark,test
0,test/Dark/dark (2).png,Dark,test
0,test/Dark/dark (20).png,Dark,test
0,test/Dark/dark (21).png,Dark,test
0,test/Dark/dark (22).png,Dark,test
0,test/Dark/dark (23).png,Dark,test
0,test/Dark/dark (24).png,Dark,test
0,test/Dark/dark (25).png,Dark,test
0,test/Dark/dark (26).png,Dark,test
0,test/Dark/dark (27).png,Dark,test
0,test/Dark/dark (28).png,Dark,test
0,test/Dark/dark (29).png,Dark,test
0,test/Dark/dark (3).png,Dark,test
0,test/Dark/dark (30).png,Dark,test
0,test/Dark/dark (31).png,Dark,test
0,test/Dark/dark (32).png,Dark,test
0,test/Dark/dark (33).png,Dark,test
0,test/Dark/dark (34).png,Dark,test
0,test/Dark/dark (35).png,Dark,test
0,test/Dark/dark (36).png,Dark,test
0,test/Dark/dark (37).png,Dark,test
0,test/Dark/dark (38).png,Dark,test
0,test/Dark/dark (39).png,Dark,test
0,test/Dark/dark (4).png,Dark,test
0,test/Dark/dark (40).png,Dark,test
0,test/Dark/dark (41).png,Dark,test
0,test/Dark/dark (42).png,Dark,test
0,test/Dark/dark (43).png,Dark,test
0,test/Dark/dark (44).png,Dark,test
0,test/Dark/dark (45).png,Dark,test
0,test/Dark/dark (46).png,Dark,test
0,test/Dark/dark (47).png,Dark,test
0,test/Dark/dark (48).png,Dark,test
0,test/Dark/dark (49).png,Dark,test
0,test/Dark/dark (5).png,Dark,test
0,test/Dark/dark (50).png,Dark,test
0,test/Dark/dark (51).png,Dark,test
0,test/Dark/dark (52).png,Dark,test
0,test/Dark/dark (53).png,Dark,test
0,test/Dark/dark (54).png,Dark,test
0,test/Dark/dark (55).png,Dark,test
0,test/Dark/dark (56).png,Dark,test
0,test/Dark/dark (57).png,Dark,test
0,test/Dark/dark (58).png,Dark,test
0,test/Dark/dark (59).png,Dark,test
0,test/Dark/dark (6).png,Dark,test
0,test/Dark/dark (60).png,Dark,test
0,test/Dark/dark (61).png,Dark,test
0,test/Dark/dark (62).png,Dark,test
0,test/Dark/dark (63).png,Dark,test
0,test/Dark/dark (64).png,Dark,test
0,test/Dark/dark (65).png,Dark,test
0,test/Dark/dark (66).png,Dark,test
0,test/Dark/dark (67).png,Dark,test
0,test/Dark/dark (68).png,Dark,test
0,test/Dark/dark (69).png,Dark,test
0,test/Dark/dark (7).png,Dark,test
0,test/Dark/dark (70).png,Dark,test
0,test/Dark/dark (71).png,Dark,test
0,test/Dark/dark (72).png,Dark,test
0,test/Dark/dark (73).png,Dark,test
0,test/Dark/dark (74).png,Dark,test
0,test/Dark/dark (75).png,Dark,test
0,test/Dark/dark (76).png,Dark,test
0,test/Dark/dark (77).png,Dark,test
0,test/Dark/dark (78).png,Dark,test
0,test/Dark/dark (79).png,Dark,test
0,test/Dark/dark (8).png,Dark,test
0,test/Dark/dark (80).png,Dark,test
0,test/Dark/dark (81).png,Dark,test
0,test/Dark/dark (82).png,Dark,test
0,test/Dark/dark (83).png,Dark,test
0,test/Dark/dark (84).png,Dark,test
0,test/Dark/dark (85).png,Dark,test
0,test/Dark/dark (86).png,Dark,test
0,test/Dark/dark (87).png,Dark,test
0,test/Dark/dark (88).png,Dark,test
0,test/Dark/dark (89).png,Dark,test
0,test/Dark/dark (9).png,Dark,test
0,test/Dark/dark (90).png,Dark,test
0,test/Dark/dark (91).png,Dark,test
0,test/Dark/dark (92).png,Dark,test
0,test/Dark/dark (93).png,Dark,test
0,test/Dark/dark (94).png,Dark,test
0,test/Dark/dark (95).png,Dark,test
0,test/Dark/dark (96).png,Dark,test
0,test/Dark/dark (97).png,Dark,test
0,test/Dark/dark (98).png,Dark,test
0,test/Dark/dark (99).png,Dark,test
1,test/Green/green (1).png,Green,test
1,test/Green/green (10).png,Green,test
1,test/Green/green (100).png,Green,test
1,test/Green/green (11).png,Green,test
1,test/Green/green (12).png,Green,test
1,test/Green/green (13).png,Green,test
1,test/Green/green (14).png,Green,test
1,test/Green/green (15).png,Green,test
1,test/Green/green (16).png,Green,test
1,test/Green/green (17).png,Green,test
1,test/Green/green (18).png,Green,test
1,test/Green/green (19).png,Green,test
1,test/Green/green (2).png,Green,test
1,test/Green/green (20).png,Green,test
1,test/Green/green (21).png,Green,test
1,test/Green/green (22).png,Green,test
1,test/Green/green (23).png,Green,test
1,test/Green/green (24).png,Green,test
1,test/Green/green (25).png,Green,test
1,test/Green/green (26).png,Green,test
1,test/Green/green (27).png,Green,test
1,test/Green/green (28).png,Green,test
1,test/Green/green (29).png,Green,test
1,test/Green/green (3).png,Green,test
1,test/Green/green (30).png,Green,test
1,test/Green/green (31).png,Green,test
1,test/Green/green (32).png,Green,test
1,test/Green/green (33).png,Green,test
1,test/Green/green (34).png,Green,test
1,test/Green/green (35).png,Green,test
1,test/Green/green (36).png,Green,test
1,test/Green/green (37).png,Green,test
1,test/Green/green (38).png,Green,test
1,test/Green/green (39).png,Green,test
1,test/Green/green (4).png,Green,test
1,test/Green/green (40).png,Green,test
1,test/Green/green (41).png,Green,test
1,test/Green/green (42).png,Green,test
1,test/Green/green (43).png,Green,test
1,test/Green/green (44).png,Green,test
1,test/Green/green (45).png,Green,test
1,test/Green/green (46).png,Green,test
1,test/Green/green (47).png,Green,test
1,test/Green/green (48).png,Green,test
1,test/Green/green (49).png,Green,test
1,test/Green/green (5).png,Green,test
1,test/Green/green (50).png,Green,test
1,test/Green/green (51).png,Green,test
1,test/Green/green (52).png,Green,test
1,test/Green/green (53).png,Green,test
1,test/Green/green (54).png,Green,test
1,test/Green/green (55).png,Green,test
1,test/Green/green (56).png,Green,test
1,test/Green/green (57).png,Green,test
1,test/Green/green (58).png,Green,test
1,test/Green/green (59).png,Green,test
1,test/Green/green (6).png,Green,test
1,test/Green/green (60).png,Green,test
1,test/Green/green (61).png,Green,test
1,test/Green/green (62).png,Green,test
1,test/Green/green (63).png,Green,test
1,test/Green/green (64).png,Green,test
1,test/Green/green (65).png,Green,test
1,test/Green/green (66).png,Green,test
1,test/Green/green (67).png,Green,test
1,test/Green/green (68).png,Green,test
1,test/Green/green (69).png,Green,test
1,test/Green/green (7).png,Green,test
1,test/Green/green (70).png,Green,test
1,test/Green/green (71).png,Green,test
1,test/Green/green (72).png,Green,test
1,test/Green/green (73).png,Green,test
1,test/Green/green (74).png,Green,test
1,test/Green/green (75).png,Green,test
1,test/Green/green (76).png,Green,test
1,test/Green/green (77).png,Green,test
1,test/Green/green (78).png,Green,test
1,test/Green/green (79).png,Green,test
1,test/Green/green (8).png,Green,test
1,test/Green/green (80).png,Green,test
1,test/Green/green (81).png,Green,test
1,test/Green/green (82).png,Green,test
1,test/Green/green (83).png,Green,test
1,test/Green/green (84).png,Green,test
1,test/Green/green (85).png,Green,test
1,test/Green/green (86).png,Green,test
1,test/Green/green (87).png,Green,test
1,test/Green/green (88).png,Green,test
1,test/Green/green (89).png,Green,test
1,test/Green/green (9).png,Green,test
1,test/Green/green (90).png,Green,test
1,test/Green/green (91).png,Green,test
1,test/Green/green (92).png,Green,test
1,test/Green/green (93).png,Green,test
1,test/Green/green (94).png,Green,test
1,test/Green/green (95).png,Green,test
1,test/Green/green (96).png,Green,test
1,test/Green/green (97).png,Green,test
1,test/Green/green (98).png,Green,test
1,test/Green/green (99).png,Green,test
2,test/Light/light (1).png,Light,test
2,test/Light/light (10).png,Light,test
2,test/Light/light (100).png,Light,test
2,test/Light/light (11).png,Light,test
2,test/Light/light (12).png,Light,test
2,test/Light/light (13).png,Light,test
2,test/Light/light (14).png,Light,test
2,test/Light/light (15).png,Light,test
2,test/Light/light (16).png,Light,test
2,test/Light/light (17).png,Light,test
2,test/Light/light (18).png,Light,test
2,test/Light/light (19).png,Light,test
2,test/Light/light (2).png,Light,test
2,test/Light/light (20).png,Light,test
2,test/Light/light (21).png,Light,test
2,test/Light/light (22).png,Light,test
2,test/Light/light (23).png,Light,test
2,test/Light/light (24).png,Light,test
2,test/Light/light (25).png,Light,test
2,test/Light/light (26).png,Light,test
2,test/Light/light (27).png,Light,test
2,test/Light/light (28).png,Light,test
2,test/Light/light (29).png,Light,test
2,test/Light/light (3).png,Light,test
2,test/Light/light (30).png,Light,test
2,test/Light/light (31).png,Light,test
2,test/Light/light (32).png,Light,test
2,test/Light/light (33).png,Light,test
2,test/Light/light (34).png,Light,test
2,test/Light/light (35).png,Light,test
2,test/Light/light (36).png,Light,test
2,test/Light/light (37).png,Light,test
2,test/Light/light (38).png,Light,test
2,test/Light/light (39).png,Light,test
2,test/Light/light (4).png,Light,test
2,test/Light/light (40).png,Light,test
